Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,XGRP
Tiger Woods PGA Tour 12: The Masters,X360,Sports,2011.0,Electronic Arts,40,17,0,5,B
ESPN College Hoops,PS2,Sports,2003.0,Sega,8,6,0,2,B
NCAA March Madness 2004,XB,Sports,2003.0,Electronic Arts,18,5,0,1,B
Let's Make a Soccer Team!,PS2,Sports,2006.0,Sega,0,0,23,0,B
Walk it Out!,Wii,Sports,2010.0,Konami Digital Entertainment,36,6,0,4,B
SSX On Tour,GC,Sports,2005.0,Electronic Arts,13,3,0,0,B
Cabela's Dangerous Hunts 2,PS2,Sports,2005.0,Activision,19,15,0,5,B
Backyard Hockey,GBA,Sports,2003.0,Atari,14,5,0,0,B
Vacation Sports,Wii,Sports,2009.0,Ubisoft,10,1,0,1,B
Major League Baseball 2K13,PS3,Sports,2013.0,Take-Two Interactive,14,0,0,1,B
Don Bradman Cricket 14,PS3,Sports,2014.0,Tru Blu Entertainment,0,2,0,0,B
Rugby World Cup 2015,PSV,Sports,2015.0,Ubisoft,0,3,0,1,B
Cabela's North American Adventures,PS2,Sports,2010.0,Activision,4,3,0,1,B
Volleyball,NES,Sports,1987.0,Nintendo,14,3,198,0,B
J-League Excite Stage '96,SNES,Sports,1996.0,Epoch,0,0,19,0,B
Summer Athletics: The Ultimate Challenge,X360,Sports,2008.0,DTP Entertainment,2,1,0,0,B
Pro Yaky? Spirits 2012,PSP,Sports,2012.0,Konami Digital Entertainment,0,0,20,0,B
Minna no Golf Jou Vol.1,PSP,Sports,2007.0,Sony Computer Entertainment,0,0,3,0,B
Tiger Woods PGA Tour 06,GC,Sports,2005.0,Electronic Arts,8,2,0,0,B
Bode Miller Alpine Skiing,PS2,Sports,2006.0,Valcon Games,1,1,0,0,B
Tony Hawk's Proving Ground,PS2,Sports,2007.0,Activision,55,2,0,9,B
Big Beach Sports 2,Wii,Sports,null,THQ,9,12,0,3,B
Football Manager Live,PC,Sports,2009.0,Sega,0,1,0,0,B
Mat Hoffman's Pro BMX 2,PS2,Sports,2002.0,Activision,23,18,0,6,B
NBA ShootOut 2004,PS2,Sports,2003.0,Sony Computer Entertainment,13,10,0,3,B
Pro Yakyuu Family Stadium '88,NES,Sports,1988.0,Namco Bandai Games,10,0,108,0,B
Eikan wa Kimini 2002: Koshien no Kodou,PS2,Sports,2002.0,DigiCube,0,0,6,0,B
UEFA Champions League 2006-2007,X360,Sports,2007.0,Electronic Arts,4,1,0,0,B
Major Dream: Major Wii Nagero! Gyroball!!,Wii,Sports,2008.0,Takara Tomy,0,0,1,0,B
Pro Evolution Soccer 2010,PS3,Sports,2009.0,Konami Digital Entertainment,30,127,46,26,B
Tony Hawk's Pro Skater,GB,Sports,2000.0,Activision,90,38,1,5,B
Derby Stallion 98,SNES,Sports,1998.0,ASCII Entertainment,0,0,8,0,B
Tiger Woods PGA Tour 11,PS3,Sports,2010.0,Electronic Arts,37,34,0,13,B
Tony Hawk's Proving Ground,Wii,Sports,2007.0,Activision,22,1,0,2,B
NBA 2K13,PS3,Sports,2012.0,Take-Two Interactive,172,44,5,27,B
Amped 3,X360,Sports,2005.0,Take-Two Interactive,13,2,0,1,B
NBA Live 2005,PS2,Sports,2004.0,Electronic Arts,202,21,0,35,B
Triple Play 99,PS,Sports,null,N/A,81,55,0,10,B
HardBall 5,PS,Sports,1996.0,SPS,7,4,0,1,B
Rocket League,XOne,Sports,2016.0,505 Games,3,9,0,1,B
Let's Play Ballerina,DS,Sports,2010.0,Deep Silver,13,0,0,1,B
Madden NFL 09,XB,Sports,2008.0,Electronic Arts,13,4,0,1,B
Pro Yakyuu Family Stadium,Wii,Sports,2008.0,Namco Bandai Games,0,0,3,0,B
Adidas Power Soccer 98,PS,Sports,1998.0,Psygnosis,1,1,0,0,B
Tony Hawk's Underground,PS2,Sports,2003.0,Activision,229,117,1,42,B
Thrasher Presents: Skate and Destroy,PS,Sports,1998.0,Take-Two Interactive,22,15,0,3,B
Beijing 2008,PS3,Sports,2008.0,Sega,14,54,1,18,B
Backyard Baseball '09,DS,Sports,2008.0,Atari,12,0,0,1,B
NBA Jam,GEN,Sports,1992.0,Arena Entertainment,175,25,0,5,B
NBA Jam,SNES,Sports,1994.0,Acclaim Entertainment,119,16,0,3,B
Disney's Extreme Skate Adventure,GBA,Sports,2003.0,Activision,20,8,0,1,B
Super Famista 5,SNES,Sports,1996.0,Namco Bandai Games,0,0,50,0,B
Virtua Tennis 4,PC,Sports,2011.0,Sega,0,3,0,1,B
FIFA 17,PS3,Sports,2016.0,Electronic Arts,2,28,1,5,B
Airblade,PS2,Sports,2001.0,Sony Computer Entertainment,11,9,0,3,B
Madden NFL 13,WiiU,Sports,2012.0,Electronic Arts,22,0,0,2,B
NBA 2K16,PS3,Sports,2015.0,Take-Two Interactive,44,19,3,13,B
Winning Post World,PS2,Sports,2009.0,Tecmo Koei,0,0,3,0,B
MLB 15: The Show,PSV,Sports,2015.0,Sony Computer Entertainment,3,0,0,1,B
Harlem Globetrotters: World Tour,DS,Sports,2006.0,Zoo Digital Publishing,7,0,0,1,B
FIFA Soccer World Championship,PS2,Sports,2000.0,Electronic Arts,27,21,28,7,B
NHL 07,XB,Sports,2006.0,Electronic Arts,2,1,0,0,B
Evolution Snowboarding,PS2,Sports,2002.0,Konami Digital Entertainment,1,1,0,0,B
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,Sports,2006.0,Konami Digital Entertainment,0,0,11,0,B
Jikkyou Powerful Pro Yakuu '94,SNES,Sports,1994.0,Konami Digital Entertainment,0,0,41,0,B
Super Dodge Ball Advance,GBA,Sports,2001.0,Ubisoft,14,5,0,0,B
Football Manager Handheld 2008,PSP,Sports,2007.0,Sega,0,34,0,0,B
MLB Front Office Manager,PS3,Sports,2009.0,Take-Two Interactive,7,0,0,1,B
Jikkyou Powerful Pro Yakyuu 8,PS2,Sports,2001.0,Konami Digital Entertainment,0,0,28,0,B
Pro Evolution Soccer 2016,PS3,Sports,2015.0,Konami Digital Entertainment,8,18,15,5,B
International Superstar Soccer '98,N64,Sports,1998.0,Konami Digital Entertainment,6,30,19,3,B
FIFA Street 2,PS2,Sports,2006.0,Electronic Arts,17,13,2,4,B
Reel Fishing II,PS,Sports,2000.0,Victor Interactive,10,7,0,1,B
International Track & Field,PS,Sports,1996.0,Konami Digital Entertainment,8,5,35,3,B
Michael Phelps: Push the Limit,X360,Sports,2011.0,505 Games,9,1,0,1,B
Saltwater Sportfishing,PS,Sports,2001.0,Take-Two Interactive,12,8,0,1,B
NCAA Football 09,X360,Sports,2008.0,Electronic Arts,65,0,0,5,B
FIFA Street 2,XB,Sports,2006.0,Electronic Arts,6,2,0,0,B
NBA Live 06,XB,Sports,2005.0,Electronic Arts,56,4,0,3,B
Kirby's Dream Course,SNES,Sports,1994.0,Nintendo,0,0,59,0,B
NCAA Football 2003,XB,Sports,2002.0,Electronic Arts,39,11,0,2,B
NHL FaceOff 98,PS,Sports,1997.0,Sony Computer Entertainment,28,19,0,3,B
WWE SmackDown! Shut Your Mouth,PS2,Sports,2002.0,THQ,145,112,7,38,B
Jikkyou Powerful Pro Yakyuu 2014,PS3,Sports,2014.0,Konami Digital Entertainment,0,0,17,0,B
Pro Evolution Soccer 2017,PS3,Sports,2016.0,Konami Digital Entertainment,0,1,4,0,B
NCAA Football 08,PS2,Sports,2007.0,Electronic Arts,65,3,0,11,B
Captain Tsubasa: New Kick Off,DS,Sports,2010.0,Konami Digital Entertainment,0,2,6,0,B
NBA Courtside 2 featuring Kobe Bryant,N64,Sports,1999.0,Nintendo,20,5,0,0,B
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,Sports,2005.0,Konami Digital Entertainment,0,0,11,0,B
Blood Bowl,PC,Sports,2009.0,Focus Home Interactive,1,2,0,1,B
Mario & Sonic at the London 2012 Olympic Games,3DS,Sports,2012.0,Sega,18,64,27,10,B
Shaun Palmer's Pro Snowboarder,PS2,Sports,2001.0,Codemasters,36,28,0,9,B
ExerBeat,Wii,Sports,2010.0,Namco Bandai Games,10,18,0,3,B
CyberTiger,PS,Sports,1998.0,Electronic Arts,33,22,0,4,B
ESPN NBA Basketball,PS2,Sports,2003.0,Sega,26,21,0,7,B
We Ski,Wii,Sports,2008.0,Namco Bandai Games,99,42,14,15,B
EyeToy: Kinetic,PS2,Sports,2005.0,Sony Computer Entertainment,9,7,0,2,B
Deadliest Catch: Sea of Chaos,Wii,Sports,2010.0,Crave Entertainment,12,0,0,1,B
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,Sports,2006.0,Activision Value,6,0,0,0,B
Pro Evolution Soccer 2008 (JP sales),DS,Sports,2007.0,Konami Digital Entertainment,0,0,8,0,B
Major League Baseball 2K8,Wii,Sports,2008.0,Take-Two Interactive,13,0,0,1,B
NBA Live 15,PS4,Sports,2014.0,Electronic Arts,15,4,0,4,B
NCAA Football 10,PSP,Sports,2009.0,Electronic Arts,19,0,0,2,B
FIFA Street 2,DS,Sports,2006.0,Electronic Arts,4,0,0,0,B
R.B.I. Baseball 2016,XOne,Sports,2016.0,MLB.com,4,0,0,0,B
Dead Ball Zone,PS,Sports,1998.0,GT Interactive,2,2,0,0,B
Shaun White Snowboarding: Road Trip,Wii,Sports,2008.0,Ubisoft,94,56,0,17,B
Tiger Woods PGA Tour 07,X360,Sports,2006.0,Electronic Arts,44,0,0,4,B
Cabela's Big Game Hunter 2012,PS3,Sports,2011.0,Activision,17,3,0,3,B
World Stadium 2,PS,Sports,1998.0,Namco Bandai Games,0,0,42,3,B
FIFA: Road to  World Cup 98,N64,Sports,1997.0,Electronic Arts,15,39,0,3,B
Mario Golf: World Tour,3DS,Sports,2014.0,Nintendo,15,14,17,3,B
AMF Bowling World Lanes,Wii,Sports,2008.0,Bethesda Softworks,33,0,0,3,B
Fishing Resort,Wii,Sports,2011.0,Namco Bandai Games,16,0,25,1,B
Virtua Tennis 4,Wii,Sports,2011.0,Sega,5,8,0,2,B
FIFA World Cup Germany 2006,DS,Sports,2006.0,Electronic Arts,3,0,0,0,B
Madden NFL 06,PSP,Sports,2005.0,Electronic Arts,69,0,0,6,B
Evolution Skateboarding,GC,Sports,2002.0,Konami Digital Entertainment,3,1,0,0,B
Tony Hawk's Pro Skater 3,N64,Sports,2002.0,Activision,6,2,0,0,B
Rugby League 3,Wii,Sports,2010.0,Alternative Software,0,6,0,1,B
Gretzky NHL 2005,PS2,Sports,2004.0,Sony Computer Entertainment,8,7,0,2,B
Jikkyou Powerful Pro Yakyuu 4,N64,Sports,1997.0,Konami Digital Entertainment,0,0,26,5,B
Backyard Baseball '09,PS2,Sports,2008.0,Atari,1,1,0,0,B
All-Pro Football 2K8,X360,Sports,2007.0,Take-Two Interactive,24,0,0,2,B
MotionSports: Adrenaline,X360,Sports,2011.0,Ubisoft,14,10,0,3,B
Outlaw Golf,XB,Sports,2002.0,TDK Mediactive,22,6,0,1,B
Cabela's Outdoor Adventures (2009),PS3,Sports,2009.0,Activision Value,21,0,0,2,B
NFL Quarterback Club 98,N64,Sports,1997.0,Acclaim Entertainment,101,5,0,1,B
Pro Evolution Soccer 2015,X360,Sports,2014.0,Konami Digital Entertainment,5,10,0,1,B
Slam 'n Jam '96 featuring Magic & Kareem,PS,Sports,1995.0,Crystal Dynamics,4,3,0,1,B
MLB 2002,PS,Sports,2001.0,Sony Computer Entertainment,24,16,0,3,B
All-Star Baseball 2004,GBA,Sports,2003.0,Acclaim Entertainment,5,2,0,0,B
Rugby Challenge 3,PS4,Sports,2016.0,Alternative Software,0,3,0,1,B
K-1 World Grand Prix,PS2,Sports,2002.0,Konami Digital Entertainment,4,3,10,1,B
Winter Sports 3: The Great Tournament,X360,Sports,2010.0,Tradewest,0,1,0,0,B
Your Shape featuring Jenny McCarthy,Wii,Sports,2009.0,Ubisoft,151,47,0,18,B
Madden NFL 15,X360,Sports,2014.0,Electronic Arts,176,9,0,17,B
Madden NFL 10,PS3,Sports,2009.0,Electronic Arts,202,13,0,21,B
NCAA College Football 2K3,GC,Sports,2002.0,Sega,5,1,0,0,B
Olympic Summer Games: Atlanta 1996,PS,Sports,1996.0,U.S. Gold,6,4,0,1,B
Mezase!! Tsuri Master DS,DS,Sports,2009.0,Hudson Soft,0,0,1,0,B
Centipede: Infestation,3DS,Shooter,2011.0,Atari,4,0,0,0,B
Afrika,PS3,Adventure,2008.0,Unknown,12,0,8,1,B
Divinity: Original Sin,PS4,Role-Playing,2015.0,Focus Home Interactive,9,12,2,4,B
Detective Conan: Prelude from the Past,PSP,Action,2012.0,Namco Bandai Games,0,0,4,0,B
Dungeon Hunter Alliance,PSV,Action,2012.0,Ubisoft,9,10,0,4,B
Smuggler's Run,PS2,Racing,2000.0,Take-Two Interactive,77,60,0,20,B
Kobitodzukan: Kobito Kansatsu Set,3DS,Misc,2012.0,Nippon Columbia,0,0,28,0,B
World Championship Poker: Featuring Howard Lederer - All In,X360,Misc,2006.0,Oxygen Interactive,4,0,0,0,B
NHL Legacy,PS3,Action,2015.0,Electronic Arts,3,0,0,1,B
Dynasty Warriors 5 Empires,X360,Action,2006.0,Tecmo Koei,11,1,0,1,B
The Witch and the Hundred Knight,PS3,Role-Playing,2013.0,Nippon Ichi Software,6,2,10,1,B
Spirit Camera: The Cursed Memoir,3DS,Adventure,2012.0,Nintendo,12,2,6,1,B
Adventures to Go!,PSP,Role-Playing,2008.0,Zushi Games,10,0,1,1,B
The Mysterious Murasame Castle,NES,Action,1986.0,Nintendo,0,0,56,0,B
Graffiti Kingdom,PS2,Role-Playing,2004.0,505 Games,1,1,0,0,B
Star Wars: Empire at War,PC,Strategy,2006.0,LucasArts,1,6,0,2,B
Street Fighter X Tekken,X360,Fighting,2012.0,Capcom,31,10,3,3,B
The Magic School Bus: Oceans,DS,Adventure,2011.0,Scholastic Inc.,21,0,0,1,B
Crimson Sea,XB,Action,2002.0,Tecmo Koei,4,1,4,0,B
Iron Man,PS3,Action,2008.0,Sega,32,25,0,11,B
Command & Conquer Collection,PC,Strategy,2003.0,Electronic Arts,1,0,0,0,B
Looney Tunes: Acme Arsenal,X360,Action,2007.0,Warner Bros. Interactive Entertainment,6,1,0,1,B
Lord of Magna: Maiden Heaven,3DS,Role-Playing,2014.0,Marvelous Entertainment,0,0,6,0,B
Toukiden: The Age of Demons,PSP,Action,2013.0,Tecmo Koei,0,0,18,0,B
Disney's PK: Out of the Shadows,GC,Platform,2002.0,Ubisoft,4,1,0,0,B
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,Strategy,2012.0,Namco Bandai Games,0,0,36,0,B
Magical Tetris Challenge,N64,Puzzle,1997.0,Activision,13,2,5,0,B
Naruto: Ultimate Ninja Storm,PS3,Fighting,2008.0,Namco Bandai Games,49,35,9,16,B
Murdered: Soul Suspect,PS4,Action,2014.0,Square Enix,9,16,2,5,B
My Baby 3 & Friends,DS,Simulation,2010.0,Majesco Entertainment,13,2,0,1,B
Daikaijyuu Monogatari II,SNES,Role-Playing,1996.0,Hudson Soft,0,0,12,0,B
Giants: Citizen Kabuto,PS2,Shooter,2001.0,Interplay,3,2,0,1,B
Mortal Kombat,PSV,Fighting,2012.0,Warner Bros. Interactive Entertainment,47,18,0,12,B
Thrillville: Off the Rails,X360,Strategy,2007.0,LucasArts,13,2,0,1,B
Deus Ex: Invisible War,XB,Shooter,2003.0,Eidos Interactive,25,7,0,1,B
Zoo Tycoon 2 DS,DS,Strategy,2008.0,THQ,24,3,0,2,B
Sonic the Hedgehog 3,GEN,Platform,1994.0,Sega,102,47,20,7,B
Littlest Pet Shop,PC,Simulation,2008.0,Electronic Arts,0,2,0,0,B
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,Role-Playing,1996.0,ChunSoft,0,0,27,0,B
NASCAR 2005: Chase for the Cup,GC,Racing,2004.0,Electronic Arts,10,2,0,0,B
Enemy Front,PS3,Shooter,2014.0,City Interactive,1,5,0,1,B
UFC Undisputed 3,PS3,Action,2012.0,THQ,55,34,3,13,B
Cooking Mama: My Sweets Shop,3DS,Simulation,2014.0,Office Create,0,0,3,0,B
Creeper World 3: Arc Eternal,Wii,Strategy,2009.0,Namco Bandai Games,0,0,10,0,B
Cars 2,DS,Racing,2011.0,Disney Interactive Studios,72,44,4,12,B
Just Dance Kids,Wii,Misc,2010.0,Ubisoft,157,56,0,19,B
Manhunt 2,PSP,Action,2007.0,Take-Two Interactive,4,18,0,10,B
Disney's Atlantis: The Lost Empire,PS,Platform,2001.0,Sony Computer Entertainment,10,7,0,1,B
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,Adventure,2008.0,Marvelous Interactive,0,0,6,0,B
Dragon Quest Monsters: Joker,DS,Role-Playing,2006.0,Square Enix,23,3,149,3,B
NASCAR Unleashed,3DS,Racing,2011.0,Activision,18,0,0,1,B
The Eye of Judgment: Legends,PSP,Strategy,2010.0,Sony Computer Entertainment,0,0,1,0,B
Disney Princess,GBA,Platform,2003.0,THQ,104,37,0,6,B
The Lord of the Rings: The Third Age,GBA,Role-Playing,2004.0,Electronic Arts,16,6,0,0,B
Freddi Fish: Kelp Seed Mystery,Wii,Adventure,2008.0,Majesco Entertainment,6,0,0,0,B
Scooby-Doo! First Frights,PS2,Action,2009.0,Warner Bros. Interactive Entertainment,14,3,0,16,B
Spider-Man: Friend or Foe,X360,Action,2007.0,Activision,26,2,0,2,B
Super Robot Taisen L,DS,Strategy,2010.0,Namco Bandai Games,0,0,17,0,B
Silent Hill: Downpour,PS3,Action,2012.0,Konami Digital Entertainment,21,16,4,6,B
Phantasy Star Online Episode I & II,GC,Role-Playing,2002.0,Infogrames,23,6,16,1,B
Crisis Core: Final Fantasy VII,PSP,Role-Playing,2007.0,Square Enix,135,60,80,44,B
Jak X: Combat Racing,PS2,Racing,2005.0,Sony Computer Entertainment,45,2,0,7,B
Crazy Chicken: Atlantis Quest,DS,Platform,2007.0,Phenomedia,4,0,0,0,B
Fatal Fury,SNES,Fighting,1992.0,Takara,0,0,39,0,B
Bratz: Rock Angelz,PS2,Misc,2005.0,THQ,19,15,0,5,B
Who Wants to be a Millionaire: 1st Edition,Wii,Misc,2007.0,Ubisoft,0,3,0,0,B
Superman: Countdown to Apokolips,GBA,Platform,2003.0,Atari,3,1,0,0,B
3DS Classic Collection,3DS,Misc,2016.0,Sega,2,0,0,0,B
Sally's Salon,DS,Simulation,2008.0,Capcom,12,0,0,1,B
Corvette Evolution GT,DS,Racing,2008.0,Black Bean Games,10,0,0,1,B
Ty the Tasmanian Tiger,PS2,Platform,2002.0,Electronic Arts,56,45,0,15,B
Wildstar,PC,Role-Playing,2014.0,NCSoft,8,7,0,2,B
PenPen TriIceLon,DC,Racing,1998.0,Infogrames,0,0,6,0,B
Ultimate Block Party,PSP,Puzzle,2004.0,505 Games,3,0,0,0,B
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,Misc,1993.0,Imax,0,0,6,0,B
Siren: Blood Curse,PS3,Action,2008.0,Sony Computer Entertainment,0,17,9,2,B
MySims Collection,Wii,Misc,2010.0,Electronic Arts,13,0,0,1,B
Namco Museum Vol.3,PS,Misc,1996.0,Sony Computer Entertainment,227,155,16,6,B
Birds of Steel,X360,Simulation,2012.0,Konami Digital Entertainment,11,4,0,1,B
King Arthur II,PC,Strategy,2011.0,Paradox Interactive,0,2,0,0,B
FlingSmash,Wii,Action,2010.0,Nintendo,38,1,7,2,B
Vigilante 8: 2nd Offense,PS,Racing,1999.0,Activision,27,18,0,3,B
Batman Beyond: Return of the Joker,PS,Action,2000.0,Ubisoft,9,6,0,1,B
Saints Row 2,PS3,Action,2008.0,THQ,88,54,2,25,B
Lord of Apocalypse,PSV,Role-Playing,2011.0,Square Enix,0,0,10,0,B
James Bond 007: Agent Under Fire,XB,Shooter,2002.0,Electronic Arts,65,22,0,3,B
Call of Duty 3,PS2,Shooter,2006.0,Activision,89,3,0,15,B
Warriors Orochi 2,PS2,Action,2008.0,Tecmo Koei,6,5,0,2,B
Magna Carta: Tears of Blood,PS2,Role-Playing,2004.0,505 Games,11,8,0,3,B
Beyblade: Metal Fusion,DS,Role-Playing,2009.0,Hudson Soft,8,3,14,1,B
Robo Pit,PS,Fighting,1995.0,Kokopeli Digital Studios,2,1,0,0,B
Petz Fashion: Dogz & Catz,DS,Simulation,2009.0,Ubisoft,10,0,0,1,B
Samurai Warriors Chronicles 2nd,3DS,Action,2012.0,Ubisoft Annecy,0,0,10,0,B
Batman: Arkham Origins Blackgate,3DS,Action,2013.0,Warner Bros. Interactive Entertainment,16,9,0,2,B
Bujingai: The Forsaken City,PS2,Fighting,2003.0,505 Games,5,4,0,1,B
Tom Clancy's Ghost Recon,Wii,Shooter,2010.0,Ubisoft,11,1,0,1,B
Power Rangers: Dino Thunder,GC,Action,2004.0,THQ,31,8,0,1,B
Billy the Wizard: Rocket Broomstick Racing,Wii,Racing,2007.0,Metro 3D,4,0,0,0,B
Uprising X,PS,Action,1998.0,3DO,4,3,0,0,B
Arc the Lad II,PS,Role-Playing,1996.0,Sony Computer Entertainment,0,0,92,13,B
Bookworm,GBA,Puzzle,2004.0,Unknown,2,1,0,0,B
Test Drive Unlimited,PSP,Racing,2007.0,Atari,8,28,0,15,B
Sega Rally Revo,X360,Racing,2007.0,Sega,12,28,0,5,B
Binary Domain,X360,Action,2012.0,Sega,9,7,2,2,B
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,Action,2007.0,Namco Bandai Games,0,0,5,0,B
Obscure: The Aftermath,Wii,Action,2008.0,Playlogic Game Factory,12,0,0,1,B
The Land Before Time: Big Water Adventure,PS,Platform,2002.0,TDK Mediactive,12,8,0,1,B
SingStar Latino,PS2,Misc,2007.0,Sony Computer Entertainment,7,5,0,2,B
Quantum Break,XOne,Action,2016.0,Microsoft Game Studios,27,19,1,4,B
Lernerfolg Vorschule: Capt'n Sharky,DS,Misc,2009.0,Tivola,0,5,0,1,B
Hurry Up Hedgehog!,DS,Racing,2009.0,O-Games,2,0,0,0,B
The LEGO Movie Videogame,PSV,Action,2014.0,Warner Bros. Interactive Entertainment,5,26,0,9,B
New Play Control! Pikmin,Wii,Strategy,2008.0,Nintendo,28,14,19,4,B
Capcom vs. SNK,DC,Fighting,2000.0,Virgin Interactive,0,0,22,0,B
htoL#NiQ: The Firefly Diary,PSV,Platform,2014.0,Nippon Ichi Software,0,0,1,0,B
Mobile Suit Gundam: Crossfire,PS3,Simulation,2006.0,Namco Bandai Games,6,0,14,1,B
Family Guy: Back to the Multiverse,PS3,Action,2012.0,Activision,12,12,0,5,B
Greg Hastings' Tournament Paintball Max'd,PS2,Shooter,2006.0,Activision,1,0,0,0,B
Bleach: Dark Souls,DS,Fighting,2007.0,Sega,12,2,0,1,B
Scooby-Doo! Mystery Mayhem,GBA,Action,2003.0,THQ,31,12,0,1,B
Yoshi,NES,Puzzle,1991.0,Nintendo,70,13,91,1,B
The Ant Bully,GBA,Platform,2006.0,Midway Games,3,1,0,0,B
Diabolik Lovers: More Blood,PSP,Adventure,2013.0,Idea Factory,0,0,3,0,B
LEGO The Lord of the Rings,3DS,Action,2012.0,Warner Bros. Interactive Entertainment,19,17,0,3,B
Indigo Prophecy,XB,Adventure,2005.0,Atari,7,3,0,0,B
Doukyuusei,TG16,Adventure,1995.0,NEC,0,0,14,0,B
Trials Fusion,XOne,Racing,2014.0,Ubisoft,12,10,0,2,B
Cradle of Rome,DS,Puzzle,2008.0,Rising Star Games,6,16,0,3,B
Midnight Club II,PS2,Racing,2003.0,Take-Two Interactive,125,28,0,24,B
Transformers: Revenge of the Fallen (DS Versions),DS,Action,2009.0,Activision,17,13,0,3,B
Final Fantasy: Crystal Chronicles,GC,Role-Playing,2003.0,Nintendo,72,38,36,4,B
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,Misc,2007.0,Rocket Company,0,0,33,0,B
Tecmo's Deception,PS,Role-Playing,1996.0,Sunsoft,4,3,0,0,B
BlazBlue: Chrono Phantasma Extend,XOne,Action,2015.0,PQube,5,1,0,1,B
Broken Sword: Shadows of the Templars - The Director's Cut,DS,Adventure,2009.0,Ubisoft,7,9,0,2,B
My Make-Up,DS,Misc,2008.0,Oxygen Interactive,8,0,0,1,B
Monsters vs. Aliens,PS2,Action,2009.0,Activision,11,0,0,8,B
WWE SmackDown! vs. RAW 2006,PS2,Fighting,2005.0,THQ,145,111,4,33,B
The Order: 1886,PS4,Shooter,2015.0,Sony Computer Entertainment,61,78,6,27,B
Fallout 4,PS4,Role-Playing,2015.0,Bethesda Softworks,247,315,24,110,B
Zatch Bell! Electric Arena,GBA,Fighting,2003.0,Banpresto,2,1,0,0,B
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Misc,2007.0,Sega,0,0,1,0,B
Mega Man II,GB,Platform,1991.0,Nintendo,0,0,28,0,B
UFC: Sudden Impact,PS2,Fighting,2004.0,Global Star,9,7,0,2,B
Atari Anthology,XB,Misc,2004.0,Atari,19,5,0,1,B
Heavy Fire: Afghanistan,PC,Shooter,2011.0,Mastiff,2,0,0,0,B
Monster Jam,PC,Racing,2007.0,Activision,1,0,0,0,B
Yakuza: Ishin,PS3,Action,2014.0,Sega,0,0,26,0,B
Guitar Hero: Metallica,X360,Misc,2009.0,Activision,52,21,0,7,B
Adventure Time: Finn & Jake Investigations,3DS,Action,2015.0,Little Orbit,2,5,0,1,B
Penny Racers,PS,Racing,1996.0,Sony Computer Entertainment,0,0,23,2,B
Rare Replay,XOne,Misc,2015.0,Microsoft Game Studios,47,21,1,7,B
Chopper Command,2600,Shooter,1982.0,Activision,47,3,0,1,B
Dr. Slump & Arale-Chan,DS,Adventure,2008.0,Namco Bandai Games,0,0,1,0,B
Tom Clancy's Splinter Cell: Essentials,PSP,Shooter,2006.0,Ubisoft,17,1,0,2,B
Thomas the Tank Engine & Friends,GBA,Adventure,2004.0,N/A,13,5,0,0,B
Dengeki Bunko Fighting Climax,PS3,Fighting,2014.0,Sega,5,0,9,1,B
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,Adventure,2005.0,Activision,5,0,0,0,B
Mimana Iyar Chronicle,PSP,Role-Playing,2009.0,GungHo,7,0,1,1,B
Super Puyo Puyo 2,SNES,Puzzle,1995.0,Compile,0,0,47,0,B
Jenga World Tour,DS,Misc,2007.0,Atari,9,0,0,1,B
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Strategy,2001.0,Konami Digital Entertainment,164,36,0,7,B
Power Rangers Double Pack,GBA,Action,2005.0,THQ,11,4,0,0,B
Uta no Prince-Sama: Music,PSP,Misc,2011.0,Broccoli,0,0,10,0,B
Metal Gear Ac!d,PSP,Strategy,2004.0,Konami Digital Entertainment,32,26,12,17,B
DC Universe Online,PC,Role-Playing,2011.0,Sony Online Entertainment,16,6,0,2,B
WWE All Stars,PS2,Fighting,2011.0,THQ,5,4,0,1,B
Pop Cutie! Street Fashion Simulation (JP sales),DS,Simulation,2008.0,Tecmo Koei,0,0,3,0,B
Far East of Eden II: Manji Maru,PS2,Role-Playing,2003.0,Hudson Soft,0,0,17,0,B
The History Channel: Battle for the Pacific,X360,Shooter,2007.0,Activision,5,0,0,0,B
Breath of Fire III,PSP,Role-Playing,2005.0,Capcom,0,3,0,1,B
Rayman Raving Rabbids,X360,Misc,2007.0,Ubisoft,18,1,0,2,B
Hello Kitty: Big City Dreams,DS,Puzzle,2008.0,Empire Interactive,42,8,0,4,B
Go Diego Go! Great Dinosaur Rescue,DS,Action,2008.0,Take-Two Interactive,44,1,0,3,B
